,Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Age
2388,I,0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,8.5
2389,M,0.42,0.34,0.125,0.4495,0.165,0.1125,0.14400000000000002,11,9.5
2390,F,0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16,14.5
2391,M,0.37,0.29,0.09,0.24100000000000002,0.11,0.045,0.069,10,8.5
2392,M,0.33,0.25,0.09,0.19699999999999998,0.085,0.040999999999999995,0.0605,10,8.5
2393,I,0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,5.5
2394,I,0.625,0.46,0.16,1.2395,0.55,0.273,0.38,14,12.5
2395,I,0.61,0.475,0.17,1.0385,0.4435,0.24100000000000002,0.32,14,12.5
2396,I,0.625,0.465,0.155,0.972,0.40399999999999997,0.1845,0.35,14,12.5
2397,I,0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,17,15.5
2398,I,0.5,0.385,0.155,0.762,0.3795,0.161,0.19,14,12.5
2399,F,0.53,0.43,0.17,0.775,0.35,0.152,0.235,17,15.5
2400,I,0.445,0.33,0.1,0.43700000000000006,0.163,0.0755,0.17,13,11.5
2401,F,0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,10.5
2402,I,0.44,0.355,0.165,0.435,0.159,0.105,0.14,16,14.5
2403,M,0.29,0.225,0.08,0.1295,0.0535,0.026000000000000002,0.045,10,8.5
2404,I,0.555,0.455,0.17,0.8435,0.309,0.1905,0.3,15,13.5
2405,I,0.655,0.515,0.145,1.25,0.5265,0.28300000000000003,0.315,15,13.5
2406,F,0.58,0.46,0.185,1.0170000000000001,0.3515,0.2,0.32,10,8.5
2407,I,0.625,0.43,0.175,1.411,0.5720000000000001,0.297,0.395,12,10.5
2408,I,0.62,0.485,0.17,1.208,0.4805,0.3045,0.33,15,13.5
2409,F,0.64,0.5,0.15,1.0705,0.371,0.2705,0.36,8,6.5
2410,F,0.505,0.375,0.115,0.5895,0.2635,0.12,0.16699999999999998,10,8.5
2411,I,0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,7.5
2412,M,0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,5.5
2413,F,0.505,0.38,0.145,0.6509999999999999,0.2935,0.19,0.17,12,10.5
2414,I,0.42,0.305,0.11,0.28,0.094,0.0785,0.0955,9,7.5
2415,M,0.4,0.315,0.105,0.287,0.1135,0.037000000000000005,0.113,10,8.5
2416,M,0.425,0.315,0.125,0.3525,0.1135,0.0565,0.13,18,16.5
2417,M,0.31,0.235,0.06,0.12,0.0415,0.033,0.04,11,9.5
2418,F,0.465,0.35,0.13,0.494,0.1945,0.10300000000000001,0.155,18,16.5
2419,F,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,10,8.5
2420,M,0.35,0.255,0.085,0.2145,0.1,0.0465,0.06,13,11.5
2421,I,0.52,0.415,0.16,0.595,0.2105,0.142,0.26,15,13.5
2422,F,0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,10.5
2423,F,0.41,0.315,0.11,0.321,0.1255,0.0655,0.095,10,8.5
2424,M,0.26,0.2,0.065,0.096,0.044000000000000004,0.027000000000000003,0.03,6,4.5
2425,I,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,13,11.5
2426,I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,12.5
2427,M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,4.5
2428,F,0.53,0.385,0.125,0.6695,0.289,0.151,0.18,10,8.5
2429,M,0.34,0.255,0.095,0.213,0.081,0.034,0.07,9,7.5
2430,I,0.52,0.38,0.14,0.525,0.1775,0.115,0.185,11,9.5
2431,F,0.635,0.5,0.18,1.3119999999999998,0.529,0.2485,0.485,18,16.5
2432,F,0.61,0.485,0.165,1.087,0.4255,0.23199999999999998,0.38,11,9.5
2433,F,0.66,0.515,0.18,1.5230000000000001,0.54,0.3365,0.555,16,14.5
2434,I,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,16,14.5
2435,F,0.465,0.38,0.135,0.579,0.20800000000000002,0.1095,0.22,14,12.5
2436,M,0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,21.5
2437,I,0.335,0.24,0.095,0.17,0.062,0.039,0.055,9,7.5
2438,F,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,16,14.5
2439,F,0.345,0.255,0.1,0.19699999999999998,0.071,0.051,0.06,9,7.5
2440,M,0.465,0.355,0.125,0.5255,0.2025,0.135,0.145,13,11.5
2441,M,0.54,0.415,0.17,0.879,0.33899999999999997,0.20800000000000002,0.255,10,8.5
2442,M,0.475,0.355,0.125,0.4625,0.18600000000000003,0.107,0.145,9,7.5
2443,F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,9.5
2444,M,0.5,0.355,0.14,0.528,0.2125,0.149,0.14,9,7.5
2445,M,0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12,10.5
2446,F,0.55,0.435,0.17,0.884,0.2875,0.1645,0.28,14,12.5
2447,I,0.275,0.205,0.08,0.096,0.036000000000000004,0.0185,0.03,6,4.5
2448,F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,5.5
2449,F,0.37,0.285,0.105,0.27,0.1125,0.0585,0.0835,9,7.5
2450,F,0.42,0.33,0.125,0.46299999999999997,0.18600000000000003,0.11,0.145,10,8.5
2451,M,0.35,0.26,0.09,0.198,0.0725,0.055999999999999994,0.06,10,8.5
2452,M,0.395,0.305,0.105,0.282,0.0975,0.065,0.096,9,7.5
2453,I,0.325,0.2,0.08,0.0995,0.0395,0.0225,0.032,8,6.5
2454,I,0.275,0.2,0.065,0.092,0.0385,0.0235,0.027000000000000003,5,3.5
2455,I,0.235,0.17,0.065,0.0625,0.023,0.013999999999999999,0.022000000000000002,6,4.5
2456,I,0.25,0.18,0.06,0.073,0.027999999999999997,0.017,0.0225,5,3.5
2457,I,0.25,0.185,0.065,0.071,0.027000000000000003,0.0185,0.0225,5,3.5
2458,I,0.2,0.145,0.05,0.036000000000000004,0.0125,0.008,0.011000000000000001,4,2.5
2459,F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,18.5
2460,M,0.445,0.35,0.14,0.5905,0.2025,0.158,0.19,14,12.5
2461,F,0.5,0.385,0.13,0.768,0.2625,0.095,0.27,13,11.5
2462,M,0.44,0.325,0.08,0.413,0.14400000000000002,0.1015,0.13,8,6.5
2463,M,0.515,0.405,0.14,0.8505,0.312,0.146,0.315,17,15.5
2464,F,0.52,0.405,0.14,0.6915,0.276,0.13699999999999998,0.215,11,9.5
2465,M,0.5,0.39,0.13,0.7090000000000001,0.275,0.168,0.18,11,9.5
2466,M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,7.5
2467,M,0.51,0.415,0.14,0.8185,0.3025,0.2155,0.235,16,14.5
2468,F,0.37,0.275,0.08,0.22699999999999998,0.09300000000000001,0.0625,0.07,8,6.5
2469,M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,11.5
2470,M,0.615,0.475,0.17,1.1825,0.474,0.2895,0.24,11,9.5
2471,M,0.565,0.44,0.175,1.122,0.39299999999999996,0.2,0.375,20,18.5
2472,M,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,14,12.5
2473,F,0.615,0.47,0.175,1.2985,0.5135,0.34299999999999997,0.32,14,12.5
2474,M,0.605,0.49,0.145,1.3,0.517,0.3285,0.31,14,12.5
2475,F,0.59,0.455,0.165,1.161,0.38,0.2455,0.28,12,10.5
2476,M,0.645,0.485,0.155,1.489,0.5915,0.312,0.38,18,16.5
2477,M,0.57,0.42,0.155,1.008,0.377,0.193,0.34,13,11.5
2478,F,0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,6.5
2479,F,0.5,0.44,0.155,0.742,0.2025,0.2005,0.2115,14,12.5
2480,F,0.52,0.425,0.145,0.7,0.207,0.1905,0.24,13,11.5
2481,M,0.39,0.285,0.095,0.271,0.11,0.06,0.08,8,6.5
2482,M,0.52,0.4,0.165,0.8565,0.2745,0.201,0.21,12,10.5
2483,F,0.54,0.415,0.175,0.8975,0.275,0.24100000000000002,0.275,14,12.5
2484,M,0.46,0.36,0.135,0.6105,0.1955,0.107,0.235,14,12.5
2485,I,0.355,0.26,0.09,0.1925,0.077,0.038,0.065,8,6.5
2486,F,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,13,11.5
2487,F,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,11,9.5
2488,M,0.5,0.385,0.145,0.7615,0.24600000000000002,0.195,0.204,14,12.5
2489,M,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,15,13.5
2490,M,0.44,0.325,0.115,0.39,0.163,0.087,0.113,7,5.5
2491,F,0.515,0.395,0.165,0.7565,0.1905,0.17,0.3205,10,8.5
2492,F,0.475,0.38,0.145,0.57,0.16699999999999998,0.11800000000000001,0.187,11,9.5
2493,I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,6.5
2494,M,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,9,7.5
2495,M,0.45,0.36,0.16,0.5670000000000001,0.174,0.1245,0.225,12,10.5
2496,F,0.52,0.4,0.13,0.6245,0.215,0.2065,0.17,15,13.5
2497,M,0.505,0.4,0.155,0.8415,0.2715,0.1775,0.285,12,10.5
2498,M,0.495,0.4,0.14,0.7775,0.2015,0.18,0.25,15,13.5
2499,M,0.54,0.41,0.145,0.9890000000000001,0.2815,0.213,0.355,19,17.5
2500,F,0.48,0.39,0.125,0.6905,0.21899999999999997,0.155,0.2,12,10.5
2501,F,0.33,0.26,0.08,0.2,0.0625,0.05,0.07,9,7.5
2502,I,0.285,0.21,0.07,0.109,0.044000000000000004,0.0265,0.033,5,3.5
2503,I,0.3,0.23,0.075,0.127,0.052000000000000005,0.03,0.0345,6,4.5
2504,I,0.31,0.24,0.105,0.2885,0.11800000000000001,0.065,0.083,6,4.5
2505,I,0.34,0.255,0.075,0.18,0.0745,0.04,0.0525,6,4.5
2506,I,0.375,0.3,0.075,0.14400000000000002,0.059000000000000004,0.03,0.044000000000000004,7,5.5
2507,I,0.415,0.325,0.1,0.4665,0.2285,0.1065,0.114,7,5.5
2508,I,0.415,0.315,0.105,0.33,0.1405,0.0705,0.095,6,4.5
2509,I,0.415,0.315,0.09,0.3625,0.175,0.0835,0.09300000000000001,6,4.5
2510,I,0.42,0.32,0.1,0.34,0.1745,0.05,0.0945,8,6.5
2511,I,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,6,4.5
2512,M,0.465,0.375,0.11,0.5,0.21,0.113,0.1505,8,6.5
2513,F,0.465,0.35,0.135,0.6265,0.259,0.1445,0.175,8,6.5
2514,I,0.47,0.37,0.11,0.5555,0.25,0.115,0.163,8,6.5
2515,F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,6.5
2516,I,0.475,0.365,0.12,0.53,0.2505,0.0975,0.1625,10,8.5
2517,M,0.48,0.37,0.135,0.6315,0.3445,0.1015,0.161,7,5.5
2518,M,0.5,0.4,0.13,0.7715,0.37,0.16,0.21100000000000002,8,6.5
2519,I,0.505,0.39,0.185,0.6125,0.267,0.142,0.172,7,5.5
2520,M,0.525,0.425,0.19,0.872,0.4625,0.1725,0.19899999999999998,9,7.5
2521,M,0.54,0.42,0.12,0.8115,0.392,0.1455,0.2235,9,7.5
2522,M,0.545,0.45,0.15,0.8795,0.387,0.15,0.2625,11,9.5
2523,F,0.565,0.44,0.15,0.983,0.4475,0.2355,0.2485,9,7.5
2524,M,0.58,0.46,0.18,1.145,0.48,0.27699999999999997,0.325,11,9.5
2525,M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,7.5
2526,M,0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,7.5
2527,M,0.595,0.49,0.185,1.185,0.48200000000000004,0.2015,0.361,10,8.5
2528,F,0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9,7.5
2529,F,0.6,0.5,0.155,1.3319999999999999,0.6235,0.2835,0.35,8,6.5
2530,F,0.6,0.485,0.165,1.1405,0.5870000000000001,0.2175,0.28800000000000003,9,7.5
2531,M,0.605,0.475,0.175,1.2009999999999998,0.5395,0.275,0.309,10,8.5
2532,F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,8.5
2533,M,0.63,0.5,0.185,1.3619999999999999,0.5785,0.3125,0.384,10,8.5
2534,M,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.47100000000000003,12,10.5
2535,F,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,9.5
2536,F,0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,10.5
2537,I,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11,9.5
2538,M,0.66,0.535,0.2,1.791,0.733,0.318,0.54,15,13.5
2539,F,0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13,11.5
2540,F,0.675,0.55,0.175,1.689,0.6940000000000001,0.371,0.474,13,11.5
2541,F,0.69,0.55,0.18,1.659,0.8715,0.2655,0.4395,9,7.5
2542,F,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,14,12.5
2543,F,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,10,8.5
2544,F,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,10,8.5
2545,I,0.205,0.15,0.065,0.04,0.02,0.011000000000000001,0.013000000000000001,4,2.5
2546,I,0.225,0.17,0.07,0.0565,0.024,0.013000000000000001,0.016,4,2.5
2547,I,0.23,0.18,0.05,0.064,0.0215,0.0135,0.02,5,3.5
2548,I,0.275,0.195,0.07,0.0875,0.0345,0.022000000000000002,0.0255,4,2.5
2549,I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,3.5
2550,I,0.28,0.22,0.08,0.1315,0.066,0.024,0.03,5,3.5
2551,I,0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,4.5
2552,I,0.31,0.225,0.075,0.155,0.065,0.037000000000000005,0.0365,6,4.5
2553,I,0.315,0.235,0.07,0.149,0.057999999999999996,0.0325,0.047,7,5.5
2554,I,0.34,0.265,0.07,0.185,0.0625,0.0395,0.07,7,5.5
2555,I,0.37,0.29,0.08,0.2545,0.10800000000000001,0.0565,0.07,6,4.5
2556,I,0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6,4.5
2557,I,0.39,0.295,0.1,0.27899999999999997,0.1155,0.059000000000000004,0.08,7,5.5
2558,I,0.405,0.31,0.065,0.3205,0.1575,0.066,0.08800000000000001,6,4.5
2559,I,0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,5.5
2560,I,0.44,0.335,0.11,0.3885,0.175,0.0835,0.111,7,5.5
2561,I,0.44,0.345,0.115,0.545,0.26899999999999996,0.111,0.1305,6,4.5
2562,I,0.44,0.325,0.1,0.4165,0.185,0.0865,0.11,6,4.5
2563,I,0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,5.5
2564,I,0.45,0.35,0.125,0.4775,0.2235,0.08900000000000001,0.11800000000000001,6,4.5
2565,I,0.45,0.35,0.12,0.46799999999999997,0.2005,0.1065,0.1325,8,6.5
2566,F,0.455,0.35,0.12,0.4555,0.1945,0.1045,0.1375,7,5.5
2567,F,0.46,0.35,0.115,0.46,0.2025,0.1115,0.1165,6,4.5
2568,I,0.46,0.345,0.12,0.4155,0.198,0.0885,0.107,7,5.5
2569,I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,4.5
2570,I,0.465,0.355,0.11,0.474,0.23,0.1005,0.12,7,5.5
2571,M,0.465,0.34,0.105,0.486,0.231,0.1035,0.1225,9,7.5
2572,I,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,7,5.5
2573,I,0.475,0.355,0.105,0.46799999999999997,0.201,0.1115,0.12,8,6.5
2574,M,0.48,0.37,0.1,0.5135,0.243,0.1015,0.135,8,6.5
2575,M,0.5,0.375,0.145,0.6215,0.27399999999999997,0.166,0.1485,7,5.5
2576,I,0.5,0.38,0.11,0.494,0.218,0.09,0.1325,7,5.5
2577,I,0.505,0.385,0.12,0.6005,0.239,0.142,0.185,7,5.5
2578,M,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,9,7.5
2579,M,0.525,0.415,0.135,0.7945,0.39399999999999996,0.18899999999999997,0.20199999999999999,7,5.5
2580,M,0.525,0.425,0.125,0.812,0.4035,0.1705,0.195,8,6.5
2581,F,0.53,0.42,0.17,0.828,0.41,0.20800000000000002,0.1505,6,4.5
2582,M,0.53,0.41,0.14,0.6809999999999999,0.3095,0.1415,0.1835,6,4.5
2583,F,0.53,0.405,0.15,0.889,0.4055,0.2275,0.215,8,6.5
2584,M,0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,7.5
2585,F,0.55,0.425,0.125,0.9640000000000001,0.5475,0.159,0.215,8,6.5
2586,F,0.555,0.425,0.14,0.963,0.44,0.22399999999999998,0.24,7,5.5
2587,F,0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,7.5
2588,F,0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,6.5
2589,M,0.575,0.45,0.155,0.948,0.429,0.20600000000000002,0.259,7,5.5
2590,F,0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,6.5
2591,F,0.585,0.45,0.16,0.9045,0.405,0.2215,0.2335,8,6.5
2592,M,0.59,0.465,0.14,1.046,0.4695,0.263,0.263,7,5.5
2593,F,0.595,0.47,0.155,1.1775,0.542,0.26899999999999996,0.31,9,7.5
2594,F,0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,7.5
2595,F,0.595,0.465,0.15,1.0255,0.41200000000000003,0.2745,0.289,11,9.5
2596,F,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,8,6.5
2597,F,0.6,0.46,0.15,1.235,0.6025,0.27399999999999997,0.29,8,6.5
2598,M,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,9,7.5
2599,M,0.61,0.48,0.15,1.1495,0.564,0.27399999999999997,0.264,8,6.5
2600,F,0.615,0.485,0.16,1.1575,0.5005,0.2495,0.315,10,8.5
2601,F,0.615,0.5,0.165,1.327,0.6,0.3015,0.355,10,8.5
2602,M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,6.5
2603,F,0.62,0.51,0.175,1.2705,0.5415,0.32299999999999995,0.3225,9,7.5
2604,F,0.62,0.485,0.175,1.2155,0.545,0.253,0.345,10,8.5
2605,F,0.62,0.475,0.16,1.3245,0.6865,0.233,0.3275,9,7.5
2606,M,0.625,0.48,0.17,1.3555,0.6709999999999999,0.268,0.3385,10,8.5
2607,F,0.625,0.49,0.165,1.127,0.47700000000000004,0.2365,0.3185,9,7.5
2608,F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,6.5
2609,F,0.63,0.495,0.2,1.4255,0.659,0.336,0.38,11,9.5
2610,F,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,9,7.5
2611,M,0.63,0.48,0.165,1.286,0.604,0.271,0.35,8,6.5
2612,F,0.635,0.495,0.18,1.5959999999999999,0.617,0.317,0.37,11,9.5
2613,F,0.635,0.495,0.195,1.297,0.556,0.2985,0.37,11,9.5
2614,M,0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,7.5
2615,M,0.645,0.5,0.175,1.5105,0.6735,0.3755,0.3775,12,10.5
2616,F,0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,7.5
2617,M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,7.5
2618,F,0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,11.5
2619,M,0.69,0.54,0.185,1.71,0.7725,0.3855,0.4325,8,6.5
2620,F,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,10,8.5
2621,M,0.695,0.525,0.175,1.742,0.696,0.389,0.505,12,10.5
2622,F,0.7,0.575,0.205,1.7975,0.7295,0.3935,0.5165,13,11.5
2623,F,0.705,0.56,0.205,2.381,0.9915,0.5005,0.624,10,8.5
2624,M,0.765,0.585,0.18,2.398,1.128,0.512,0.5335,12,10.5
2625,M,0.77,0.6,0.215,2.1945,1.0515,0.48200000000000004,0.584,10,8.5
2626,I,0.22,0.16,0.05,0.049,0.0215,0.01,0.015,4,2.5
2627,I,0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,3.5
2628,I,0.29,0.21,0.06,0.1045,0.0415,0.022000000000000002,0.035,5,3.5
2629,I,0.33,0.24,0.075,0.163,0.0745,0.033,0.048,6,4.5
2630,I,0.355,0.285,0.095,0.2275,0.0955,0.0475,0.0715,6,4.5
2631,I,0.375,0.29,0.1,0.21899999999999997,0.0925,0.038,0.075,6,4.5
2632,I,0.415,0.315,0.1,0.3645,0.1765,0.0795,0.095,8,6.5
2633,I,0.425,0.33,0.115,0.3265,0.1315,0.077,0.10300000000000001,6,4.5
2634,I,0.425,0.34,0.1,0.3515,0.1625,0.08199999999999999,0.094,7,5.5
2635,I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,5.5
2636,I,0.44,0.34,0.1,0.40700000000000003,0.209,0.0735,0.10300000000000001,7,5.5
2637,I,0.44,0.335,0.115,0.4215,0.17300000000000001,0.0765,0.113,7,5.5
2638,I,0.46,0.345,0.11,0.3755,0.1525,0.057999999999999996,0.125,7,5.5
2639,I,0.46,0.37,0.12,0.5335,0.2645,0.10800000000000001,0.1345,6,4.5
2640,I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,5.5
2641,I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.12300000000000001,7,5.5
2642,I,0.475,0.375,0.115,0.5205,0.233,0.11900000000000001,0.1455,7,5.5
2643,I,0.485,0.375,0.13,0.5535,0.266,0.11199999999999999,0.157,8,6.5
2644,I,0.49,0.375,0.125,0.5445,0.27899999999999997,0.115,0.13,8,6.5
2645,M,0.49,0.38,0.11,0.5539999999999999,0.2935,0.1005,0.15,8,6.5
2646,I,0.495,0.38,0.12,0.512,0.233,0.1205,0.136,7,5.5
2647,I,0.5,0.39,0.125,0.583,0.294,0.132,0.1605,8,6.5
2648,M,0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9,7.5
2649,M,0.505,0.4,0.135,0.723,0.377,0.149,0.17800000000000002,7,5.5
2650,I,0.51,0.395,0.155,0.5395,0.2465,0.1085,0.16699999999999998,8,6.5
2651,I,0.51,0.385,0.15,0.625,0.3095,0.11900000000000001,0.1725,8,6.5
2652,I,0.515,0.4,0.125,0.5925,0.265,0.1175,0.168,9,7.5
2653,I,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,9,7.5
2654,F,0.545,0.43,0.14,0.8320000000000001,0.4355,0.17,0.201,9,7.5
2655,M,0.545,0.42,0.145,0.778,0.3745,0.1545,0.205,7,5.5
2656,M,0.545,0.42,0.12,0.7865,0.40299999999999997,0.185,0.17,7,5.5
2657,F,0.545,0.4,0.14,0.778,0.368,0.215,0.18,9,7.5
2658,I,0.55,0.42,0.13,0.636,0.294,0.14400000000000002,0.1755,8,6.5
2659,F,0.55,0.44,0.135,0.8435,0.434,0.1995,0.185,8,6.5
2660,I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,6.5
2661,M,0.565,0.43,0.13,0.784,0.3495,0.1885,0.213,9,7.5
2662,F,0.57,0.45,0.18,0.9079999999999999,0.4015,0.217,0.255,9,7.5
2663,M,0.57,0.45,0.135,1.02,0.546,0.204,0.25,9,7.5
2664,F,0.57,0.43,0.16,0.8109999999999999,0.3875,0.159,0.2285,9,7.5
2665,F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,6.5
2666,M,0.58,0.455,0.13,0.852,0.41,0.1725,0.225,8,6.5
2667,F,0.585,0.45,0.15,0.938,0.467,0.203,0.225,7,5.5
2668,F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,6.5
2669,M,0.59,0.47,0.15,0.861,0.413,0.16399999999999998,0.249,8,6.5
2670,M,0.59,0.46,0.14,1.004,0.496,0.2165,0.26,9,7.5
2671,F,0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8,6.5
2672,F,0.595,0.465,0.15,1.1005,0.5415,0.166,0.265,8,6.5
2673,M,0.595,0.47,0.165,1.1079999999999999,0.4915,0.2325,0.3345,9,7.5
2674,M,0.595,0.46,0.14,0.852,0.4215,0.2255,0.22699999999999998,9,7.5
2675,M,0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,8.5
2676,F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,8.5
2677,F,0.615,0.475,0.17,1.055,0.5429999999999999,0.24600000000000002,0.2345,9,7.5
2678,M,0.615,0.45,0.15,1.198,0.7070000000000001,0.2095,0.2505,7,5.5
2679,F,0.615,0.47,0.155,1.084,0.5885,0.209,0.24600000000000002,9,7.5
2680,M,0.615,0.475,0.175,1.103,0.4635,0.3095,0.2725,10,8.5
2681,M,0.62,0.49,0.155,1.1,0.505,0.2475,0.31,9,7.5
2682,M,0.62,0.48,0.15,1.1015,0.4965,0.243,0.305,10,8.5
2683,M,0.625,0.495,0.185,1.3835,0.7105,0.3005,0.345,11,9.5
2684,F,0.625,0.49,0.155,1.115,0.484,0.27699999999999997,0.3095,9,7.5
2685,M,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,10,8.5
2686,M,0.63,0.505,0.15,1.3165,0.6325,0.2465,0.37,11,9.5
2687,M,0.63,0.51,0.175,1.3415,0.6575,0.262,0.375,10,8.5
2688,M,0.63,0.465,0.15,1.0270000000000001,0.537,0.188,0.17600000000000002,8,6.5
2689,M,0.645,0.515,0.16,1.1845,0.506,0.311,0.335,9,7.5
2690,M,0.645,0.48,0.15,1.192,0.6055,0.2595,0.285,9,7.5
2691,F,0.645,0.52,0.18,1.285,0.5775,0.35200000000000004,0.317,9,7.5
2692,M,0.65,0.515,0.125,1.1805,0.5235,0.28300000000000003,0.3275,9,7.5
2693,M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,7.5
2694,F,0.65,0.535,0.175,1.2895,0.6095,0.2765,0.344,10,8.5
2695,M,0.65,0.51,0.155,1.4069999999999998,0.7215,0.298,0.335,9,7.5
2696,F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,7.5
2697,M,0.66,0.515,0.165,1.4465,0.6940000000000001,0.298,0.3755,10,8.5
2698,F,0.665,0.505,0.165,1.349,0.5985,0.3175,0.36,9,7.5
2699,M,0.67,0.5,0.2,1.2690000000000001,0.5760000000000001,0.2985,0.35100000000000003,11,9.5
2700,M,0.67,0.51,0.18,1.68,0.9259999999999999,0.2975,0.3935,13,11.5
2701,F,0.675,0.55,0.19,1.551,0.7105,0.3685,0.41200000000000003,13,11.5
2702,M,0.68,0.52,0.165,1.4775,0.7240000000000001,0.27899999999999997,0.406,11,9.5
2703,M,0.68,0.53,0.18,1.5290000000000001,0.7635,0.3115,0.4025,11,9.5
2704,M,0.7,0.525,0.175,1.7585,0.8745,0.3615,0.47,10,8.5
2705,M,0.7,0.55,0.2,1.5230000000000001,0.693,0.306,0.4405,13,11.5
2706,F,0.725,0.53,0.19,1.7315,0.83,0.39799999999999996,0.405,11,9.5
2707,M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,7.5
2708,M,0.735,0.57,0.175,1.88,0.9095,0.387,0.488,11,9.5
2709,F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.47100000000000003,12,10.5
2710,M,0.75,0.555,0.215,2.201,1.0615,0.5235,0.5285,11,9.5
2711,I,0.19,0.14,0.03,0.0315,0.0125,0.005,0.0105,3,1.5
